,DQN
2615,-1
2616,-3
2617,-1
2618,0
2619,-2
2620,1
2621,-1
2622,-1
2623,-2
2624,-1
2625,-1
2626,-4
2627,-2
2628,0
2629,0
2630,0
2631,-1
2632,-1
2633,-1
2634,-1
2635,-1
2636,-2
2637,-4
2638,0
2639,-1
2640,-1
2641,-1
2642,-2
2643,-2
2644,-1
2645,-2
2646,-2
2647,-2
2648,-1
2649,-1
2650,0
2651,0
2652,-2
2653,-1
2654,1
2655,-1
2656,-2
2657,0
2658,-3
2659,-1
2660,-1
2661,-1
2662,-2
2663,-2
2664,-2
2665,-1
2666,0
2667,-1
2668,0
2669,0
2670,-1
2671,-1
2672,0
2673,-2
2674,-1
2675,1
2676,-2
2677,0
2678,-2
2679,-1
2680,-2
2681,-1
2682,0
2683,1
2684,0
2685,0
2686,0
2687,-1
2688,-1
2689,0
2690,-2
2691,0
2692,-7
2693,-1
2694,0
2695,1
2696,-2
2697,-2
2698,1
2699,-2
2700,-3
2701,-2
2702,1
2703,-2
2704,-1
2705,-2
2706,-2
2707,-1
2708,-2
2709,-3
2710,-2
2711,-1
2712,-1
2713,-2
2714,1
2715,0
2716,-4
2717,-1
2718,0
2719,0
2720,-1
2721,-1
2722,0
2723,-1
2724,-2
2725,-1
2726,-2
2727,-1
2728,-3
2729,-1
2730,-1
2731,-1
2732,-4
2733,-3
2734,-2
2735,0
2736,0
2737,-4
2738,0
2739,-1
2740,0
2741,0
2742,-4
2743,-3
2744,-1
2745,-4
2746,1
2747,-2
2748,0
2749,0
2750,-2
2751,0
2752,-2
2753,-2
2754,-1
2755,0
2756,-2
2757,-2
2758,-2
2759,0
2760,-1
2761,-1
2762,-1
2763,0
2764,-1
2765,0
2766,-2
2767,0
2768,-2
2769,1
2770,0
2771,-4
2772,-2
2773,-2
2774,-2
2775,-1
2776,0
2777,0
2778,-2
2779,-2
2780,-2
2781,-1
2782,-1
2783,-1
2784,-1
2785,0
2786,0
2787,0
2788,0
2789,-2
2790,-1
2791,-1
2792,1
2793,-1
2794,-2
2795,-2
2796,-1
2797,-2
2798,0
2799,-2
2800,0
2801,-1
2802,-1
2803,-1
2804,-2
2805,0
2806,0
2807,-1
2808,-2
2809,0
2810,-1
2811,-1
2812,-1
2813,0
2814,-1
2815,-2
2816,-1
2817,0
2818,-1
2819,-1
2820,0
2821,-1
2822,0
2823,0
2824,-1
2825,-2
2826,0
2827,-1
2828,-2
2829,-2
2830,-1
2831,-1
2832,-3
2833,-1
2834,-1
2835,0
2836,-1
2837,-3
2838,-1
2839,-1
2840,-2
2841,0
2842,0
2843,-2
2844,-1
2845,-1
2846,1
2847,-1
2848,0
2849,-2
2850,1
2851,-2
2852,-2
2853,-1
2854,-2
2855,-1
2856,-1
2857,0
2858,1
2859,-1
2860,-1
2861,1
2862,-1
2863,-2
2864,-1
2865,-1
2866,0
2867,-3
2868,-2
2869,0
2870,-2
2871,-1
2872,-2
2873,0
2874,0
2875,-2
2876,0
2877,0
2878,-2
2879,-1
2880,-1
2881,0
2882,-1
2883,-1
2884,1
2885,-1
2886,-1
2887,-2
2888,-1
2889,0
2890,1
2891,-2
2892,-2
2893,0
2894,-7
2895,-2
2896,-3
2897,-1
2898,-1
2899,-3
2900,-2
2901,0
2902,-2
2903,-1
2904,-2
2905,-2
2906,-1
2907,-2
2908,1
2909,0
2910,-1
2911,-2
2912,-1
2913,0
2914,-1
2915,-1
2916,-2
2917,0
2918,-2
2919,-1
2920,1
2921,-2
2922,-1
2923,-1
2924,-1
2925,-2
2926,-1
2927,-2
2928,-1
2929,0
2930,-3
2931,-2
2932,-2
2933,0
2934,0
2935,-1
2936,-1
2937,-3
2938,0
2939,-2
2940,-2
2941,0
2942,-1
2943,-1
2944,-2
2945,-1
2946,0
2947,1
2948,0
2949,-1
2950,-1
2951,1
2952,-1
2953,0
2954,-1
2955,-3
2956,1
2957,0
2958,0
2959,-2
2960,0
2961,-1
2962,1
2963,0
2964,0
2965,-2
2966,0
2967,0
2968,0
2969,-4
2970,0
2971,-3
2972,-2
2973,0
2974,-2
2975,0
2976,-1
2977,-2
2978,0
2979,0
2980,0
2981,-1
2982,1
2983,-1
2984,-2
2985,-2
2986,0
2987,0
2988,1
2989,-1
2990,-2
2991,0
2992,1
2993,0
2994,0
2995,0
2996,-2
2997,-2
2998,0
2999,-1
3000,0
3001,0
3002,-1
3003,-2
3004,-1
3005,0
3006,-2
3007,-2
3008,-2
3009,0
3010,-2
3011,-1
3012,-1
3013,-2
3014,1
3015,-1
3016,-1
3017,-2
3018,1
3019,0
3020,-3
3021,-4
3022,0
3023,-2
3024,-2
3025,-2
3026,-3
3027,0
3028,0
3029,-3
3030,-1
3031,-2
3032,-2
3033,1
3034,-1
3035,-3
3036,-7
3037,-2
3038,-2
3039,0
3040,-1
3041,1
3042,-9
3043,0
3044,-3
3045,-2
3046,-3
3047,-1
3048,-1
3049,-2
3050,-1
3051,-1
3052,1
3053,-1
3054,-2
3055,-1
3056,0
3057,-3
3058,-1
3059,-2
3060,-2
3061,-7
3062,-1
3063,0
3064,-3
3065,-9
3066,-2
3067,-2
3068,1
3069,-1
3070,-1
3071,-1
3072,0
3073,0
3074,-1
3075,-5
3076,-3
3077,-1
3078,-2
3079,-1
3080,0
3081,-1
3082,-1
3083,-1
3084,0
3085,-1
3086,-1
3087,0
3088,-1
3089,0
3090,0
3091,0
3092,-2
3093,1
3094,0
3095,-2
3096,-2
3097,1
3098,-1
3099,0
3100,0
3101,-2
3102,-1
3103,-2
3104,-2
3105,0
3106,-1
3107,-1
3108,0
3109,-1
3110,0
3111,-1
3112,0
3113,-2
3114,1
3115,-1
3116,-2
3117,-1
3118,0
3119,0
3120,-1
3121,-4
3122,-1
3123,-1
3124,-1
3125,-2
3126,0
3127,-2
3128,-2
3129,0
3130,-1
3131,-2
3132,-4
3133,-2
3134,-2
3135,-1
3136,0
3137,0
3138,0
3139,-2
3140,-2
3141,-3
3142,0
3143,1
3144,-2
3145,0
3146,-1
3147,-1
3148,0
3149,-1
3150,-1
3151,0
3152,-2
3153,-2
3154,-1
3155,0
3156,-2
3157,-2
3158,-1
3159,-2
3160,0
3161,-3
3162,-1
3163,-2
3164,-3
3165,0
3166,-3
3167,-2
3168,-1
3169,0
3170,0
3171,0
3172,-3
3173,-2
3174,-2
3175,-2
3176,-1
3177,-1
3178,1
3179,-1
3180,-1
3181,-4
3182,-3
3183,-2
3184,-3
3185,0
3186,-2
3187,-3
3188,-1
3189,-2
3190,-2
3191,0
3192,-2
3193,-1
3194,-1
3195,0
3196,-1
3197,0
3198,-1
3199,-1
3200,-4
3201,-1
3202,0
3203,-2
3204,1
3205,0
3206,-2
3207,0
3208,-1
3209,-1
3210,-1
3211,0
3212,-1
3213,-2
3214,0
3215,1
3216,-2
3217,-1
3218,0
3219,-1
3220,-1
3221,-7
3222,-1
3223,-2
3224,-2
3225,-2
3226,0
3227,0
3228,-2
3229,-1
3230,0
3231,-2
3232,-1
3233,-1
3234,-2
3235,0
3236,0
3237,-1
3238,-1
3239,0
3240,-1
3241,-2
3242,-7
3243,0
3244,0
3245,-1
3246,-1
3247,0
3248,-1
3249,-1
3250,-3
3251,-2
3252,-2
3253,-2
3254,-1
3255,0
3256,-3
3257,-2
3258,-1
3259,-4
3260,-3
3261,-2
3262,0
3263,-1
3264,0
3265,-2
3266,-1
3267,-1
3268,-2
3269,-2
3270,-1
3271,0
3272,0
3273,-4
3274,-3
3275,-1
3276,-1
3277,0
3278,-1
3279,0
3280,0
3281,0
3282,-1
3283,1
3284,-1
3285,0
3286,-1
3287,-3
3288,-1
3289,-2
3290,-2
3291,-1
3292,0
3293,-1
3294,0
3295,1
3296,1
3297,0
3298,-1
3299,0
3300,-1
3301,-2
3302,0
3303,-1
3304,0
3305,-1
3306,-1
3307,-1
3308,0
3309,-2
3310,-1
3311,-1
3312,-1
3313,-3
3314,0
3315,-2
3316,1
3317,-2
3318,-4
3319,-2
3320,-3
3321,1
3322,-1
3323,0
3324,-1
3325,-2
3326,-1
3327,-1
3328,0
3329,-1
3330,0
3331,0
3332,1
3333,-1
3334,0
3335,0
3336,0
3337,-1
3338,-1
3339,-2
3340,0
3341,0
3342,-1
3343,-2
3344,-3
3345,-3
3346,0
3347,-3
3348,-2
3349,-1
3350,-1
3351,0
3352,-1
3353,-1
3354,0
3355,-1
3356,0
3357,-2
3358,-2
3359,-1
3360,-2
3361,-3
3362,-2
3363,0
3364,-2
3365,-3
3366,0
3367,-4
3368,-1
3369,-2
3370,-1
3371,-1
3372,-1
3373,-4
3374,-2
3375,-1
3376,0
3377,1
3378,-2
3379,0
3380,-6
3381,0
3382,0
3383,-7
3384,-1
3385,-1
3386,-1
3387,0
3388,-2
3389,-2
3390,-3
3391,0
3392,-3
3393,-4
3394,0
3395,-2
3396,0
3397,0
3398,-2
3399,0
3400,-3
3401,-3
3402,0
3403,1
3404,-1
3405,-2
3406,-1
3407,-1
3408,-1
3409,-3
3410,-2
3411,-3
3412,0
3413,0
3414,-2
3415,-2
3416,0
3417,-1
3418,-1
3419,0
3420,0
3421,-2
3422,-1
3423,1
3424,-2
3425,-2
3426,0
3427,-2
3428,-1
3429,1
3430,-1
3431,0
3432,-1
3433,-2
3434,-1
3435,-2
3436,-3
3437,0
3438,0
3439,-1
3440,-1
3441,-1
3442,-1
3443,-1
3444,0
3445,0
3446,-2
3447,-2
3448,-2
3449,-2
3450,0
3451,0
3452,-1
3453,0
3454,0
3455,0
3456,0
3457,1
3458,-2
3459,-1
3460,0
3461,-5
3462,0
3463,0
3464,-3
3465,-3
3466,-2
3467,-2
3468,1
3469,-2
3470,-3
3471,-2
3472,-1
3473,0
3474,-3
3475,0
3476,-1
3477,-3
3478,-1
3479,-2
3480,-2
3481,-1
3482,-3
3483,0
3484,-2
3485,-2
3486,-3
3487,1
3488,0
3489,-3
3490,-1
3491,-2
3492,-1
3493,-2
3494,0
3495,-1
3496,-2
3497,-2
3498,0
3499,0
3500,0
3501,-1
3502,-3
3503,0
3504,0
3505,-3
3506,0
3507,0
3508,-2
3509,-3
3510,0
3511,-1
3512,-2
3513,-1
3514,-1
3515,0
3516,-3
3517,1
3518,-2
3519,-4
3520,0
3521,-2
3522,-3
3523,1
3524,0
3525,-2
3526,-1
3527,-1
3528,-1
3529,0
3530,-2
3531,0
3532,0
3533,-2
3534,-2
3535,-2
3536,-2
3537,0
3538,-1
3539,1
3540,0
3541,0
3542,-3
3543,-1
3544,-2
3545,-1
3546,1
3547,-2
3548,-2
3549,-3
3550,-2
3551,-4
3552,0
3553,-3
3554,-2
3555,-3
3556,-4
3557,-1
3558,-2
3559,-2
3560,-1
3561,-1
3562,0
3563,-2
3564,0
3565,-1
3566,1
3567,-1
3568,-1
3569,0
3570,0
3571,-1
3572,-3
3573,0
3574,-2
3575,-1
3576,-2
3577,0
3578,-1
3579,0
3580,-1
3581,-3
3582,-1
3583,-1
3584,1
3585,-2
3586,0
3587,0
3588,0
3589,-1
3590,-3
3591,0
3592,0
3593,-4
3594,-1
3595,0
3596,-2
3597,-2
3598,-2
3599,0
3600,-3
3601,-3
3602,-2
3603,-3
3604,-2
3605,-1
3606,-2
3607,-1
3608,0
3609,-3
3610,0
3611,0
3612,-1
3613,0
3614,-1
3615,-1
3616,-2
3617,-1
3618,-1
3619,0
3620,-1
3621,1
3622,1
3623,0
3624,-1
3625,0
3626,-3
3627,-3
3628,-1
3629,-1
3630,-3
3631,0
3632,-3
3633,-3
3634,-2
3635,-1
3636,-2
3637,0
3638,-3
3639,0
3640,1
3641,-1
3642,-2
3643,-1
3644,-1
3645,-1
3646,0
3647,-2
3648,-2
3649,-2
3650,0
3651,-2
3652,-2
3653,-2
3654,-2
3655,-1
3656,0
3657,-3
3658,0
3659,0
3660,0
3661,0
3662,0
3663,-1
3664,0
3665,-1
3666,1
3667,-1
3668,-3
3669,-1
3670,-3
3671,-3
3672,-1
3673,-2
3674,-1
3675,-1
3676,-1
3677,0
3678,-1
3679,-2
3680,-1
3681,-1
3682,-1
3683,-1
3684,-1
3685,-1
3686,-1
3687,-2
3688,-2
3689,-3
3690,0
3691,0
3692,-1
3693,0
3694,-1
3695,-1
3696,-2
3697,1
3698,-3
3699,1
3700,-1
3701,0
3702,-3
3703,-2
3704,-1
3705,0
3706,-1
3707,-2
3708,-1
3709,0
3710,-2
3711,0
3712,0
3713,-1
3714,-1
3715,0
3716,0
3717,-1
3718,-1
3719,-1
3720,-1
3721,1
3722,-1
3723,0
3724,-1
3725,-1
3726,0
3727,-4
3728,-2
3729,0
3730,-1
3731,-3
3732,0
3733,-1
3734,-2
3735,-1
3736,-2
3737,-2
3738,-2
3739,-1
3740,-3
3741,-2
3742,1
3743,-1
3744,-1
3745,-3
3746,-2
3747,0
3748,0
3749,-2
3750,0
3751,-1
3752,-1
3753,-1
3754,-1
3755,0
3756,-1
3757,0
3758,0
3759,-1
3760,1
3761,-1
3762,-2
3763,0
3764,-3
3765,-1
3766,-2
3767,-2
3768,-1
3769,0
3770,-1
3771,-2
3772,0
3773,-1
3774,-1
3775,-2
3776,0
3777,0
3778,-2
3779,1
3780,-2
3781,0
3782,0
3783,-3
3784,-1
3785,-2
3786,-3
3787,1
3788,0
3789,0
3790,-1
3791,-2
3792,1
3793,0
3794,1
3795,-1
3796,0
3797,-3
3798,-2
3799,-1
3800,-1
3801,1
3802,-2
3803,-1
3804,-2
3805,-4
3806,0
3807,-2
3808,0
3809,0
3810,0
3811,-2
3812,-2
3813,0
3814,-1
3815,0
3816,0
3817,-3
3818,-2
3819,-1
3820,0
3821,0
3822,-1
3823,-1
3824,-3
3825,-1
3826,-1
3827,-2
3828,0
3829,-1
3830,1
3831,0
3832,0
3833,-3
3834,-3
3835,0
3836,-2
3837,-3
3838,-1
3839,0
3840,-2
3841,-1
3842,0
3843,-3
3844,-3
3845,1
3846,0
3847,0
3848,-2
3849,0
3850,0
3851,-2
3852,0
3853,0
3854,0
3855,1
3856,-2
3857,0
3858,1
3859,0
3860,0
3861,0
3862,-1
3863,-3
3864,0
3865,-2
3866,-1
3867,0
3868,0
3869,-1
3870,0
3871,0
3872,-2
3873,-1
3874,-1
3875,-1
3876,-1
3877,0
3878,-1
3879,0
3880,-1
3881,-1
3882,1
3883,-1
3884,-2
3885,-2
3886,0
3887,0
3888,0
3889,-3
3890,-2
3891,-1
3892,-3
3893,-2
3894,0
3895,0
3896,0
3897,0
3898,-2
3899,-2
3900,0
3901,0
3902,0
3903,-2
3904,-3
3905,-1
3906,-2
3907,0
3908,-2
3909,-2
3910,-1
3911,-2
3912,-1
3913,0
3914,-2
3915,-1
3916,-1
3917,-3
3918,-1
3919,-1
3920,-3
3921,0
3922,-1
3923,-1
3924,-1
3925,-2
3926,-3
3927,0
3928,-2
3929,-1
3930,-1
3931,0
3932,-2
3933,-1
3934,-2
3935,-2
3936,-2
3937,-2
3938,-1
3939,-4
3940,0
3941,0
3942,-1
3943,-1
3944,0
3945,-1
3946,-1
3947,-1
3948,-2
3949,-1
3950,0
3951,-1
3952,-1
3953,-2
3954,0
3955,-3
3956,0
3957,-1
3958,-2
3959,-1
3960,-1
3961,-3
3962,1
3963,-1
3964,-2
3965,-2
3966,-2
3967,-2
3968,-3
3969,1
3970,-2
3971,-3
3972,-3
3973,-1
3974,-2
3975,-3
3976,1
3977,-2
3978,-2
3979,0
3980,1
3981,0
3982,0
3983,-1
3984,-2
3985,0
3986,-2
3987,-1
3988,-1
3989,-1
3990,1
3991,-3
3992,-1
3993,0
3994,-1
3995,0
3996,-2
3997,-2
3998,-8
3999,0
4000,-8
4001,1
4002,-4
4003,-1
4004,1
4005,0
4006,-1
4007,-4
4008,-1
4009,-3
4010,-3
4011,-1
4012,-1
4013,-2
4014,-2
4015,-1
4016,1
4017,0
4018,-1
4019,-1
4020,-2
4021,-1
4022,-1
4023,1
4024,-3
4025,-1
4026,0
4027,-1
4028,-2
4029,-1
4030,-1
4031,-1
4032,0
4033,1
4034,-1
4035,-1
4036,-1
4037,1
4038,-2
4039,-1
4040,-1
4041,-3
4042,0
4043,0
4044,0
4045,-1
4046,-2
4047,0
4048,0
4049,-3
4050,0
4051,-1
4052,0
4053,-7
4054,0
4055,-1
4056,-2
4057,-2
4058,0
4059,-1
4060,-1
4061,0
4062,-1
4063,-1
4064,-1
4065,-1
4066,0
4067,-2
4068,-1
4069,-1
4070,-2
4071,-1
4072,0
4073,0
4074,-1
4075,-2
4076,-1
4077,-1
4078,-1
4079,-1
4080,-1
4081,-3
4082,-1
4083,-2
4084,-1
4085,-1
4086,-3
4087,-1
4088,-1
4089,-4
4090,0
4091,-4
4092,-2
4093,-3
4094,0
4095,0
4096,-1
4097,-2
4098,-3
4099,0
4100,-1
4101,-1
4102,-1
4103,-2
4104,-3
4105,-2
4106,0
4107,0
4108,-2
4109,-2
4110,-1
4111,0
4112,0
4113,-2
4114,-2
4115,0
4116,-1
4117,-1
4118,-2
4119,-1
4120,0
4121,-3
4122,-2
4123,-3
4124,-1
4125,-2
4126,-3
4127,1
4128,-1
4129,-3
4130,0
4131,0
4132,0
4133,-1
4134,-2
4135,-1
4136,-2
4137,-1
4138,-1
4139,-1
4140,1
4141,0
4142,-2
4143,-1
4144,-1
4145,-3
4146,0
4147,-2
4148,-1
4149,-1
4150,0
4151,0
4152,-1
4153,-2
4154,-2
4155,0
4156,-2
4157,-2
4158,-2
4159,-3
4160,-1
4161,0
4162,-2
4163,-3
4164,1
4165,-1
4166,-2
4167,-1
4168,1
4169,-1
4170,-1
4171,-2
4172,0
4173,-1
4174,0
4175,-3
4176,-1
4177,-1
4178,-1
4179,-3
4180,-1
4181,0
4182,0
4183,0
4184,-3
4185,-2
4186,0
4187,-2
4188,1
4189,-1
4190,1
4191,-1
4192,-1
4193,0
4194,0
4195,-2
4196,-2
4197,-1
4198,-3
4199,0
4200,-1
4201,-2
4202,-1
4203,-2
4204,-3
4205,-3
4206,0
4207,0
4208,-1
4209,1
4210,1
4211,-1
4212,1
4213,-1
4214,-1
4215,-2
4216,0
4217,-2
4218,-2
4219,0
4220,-1
4221,-2
4222,0
4223,-1
4224,0
4225,0
4226,-1
4227,-2
4228,-3
4229,-1
4230,-2
4231,0
4232,1
4233,-1
4234,-5
4235,-5
4236,-1
4237,-3
4238,-2
4239,-1
4240,-2
4241,-1
4242,-1
4243,-1
4244,-2
4245,1
4246,-2
4247,-3
4248,-1
4249,1
4250,-7
4251,1
4252,-1
4253,0
4254,-1
4255,0
4256,-2
4257,-2
4258,-2
4259,0
4260,-3
4261,0
4262,0
4263,-1
4264,0
4265,1
4266,-2
4267,0
4268,0
4269,-2
4270,-2
4271,-2
4272,-1
4273,-7
4274,0
4275,-3
4276,0
4277,-3
4278,-4
4279,0
4280,0
4281,-4
4282,1
4283,0
4284,-1
4285,0
4286,-2
4287,-1
4288,-2
4289,1
4290,-7
4291,0
4292,-1
4293,-2
4294,-3
4295,0
4296,0
4297,0
4298,0
4299,1
4300,-2
4301,-1
4302,-2
4303,-2
4304,-1
4305,-1
4306,0
4307,-2
4308,-2
4309,-1
4310,-2
4311,-2
4312,-1
4313,-1
4314,1
4315,0
4316,-4
4317,0
4318,-1
4319,-3
4320,0
4321,-2
4322,-3
4323,-4
4324,-2
4325,-3
4326,-1
4327,-1
4328,-1
4329,-1
4330,-3
4331,0
4332,-3
4333,-3
4334,-3
4335,-2
4336,-1
4337,-2
4338,-2
4339,0
4340,-3
4341,-7
4342,-2
4343,1
4344,0
4345,-7
4346,-2
4347,-1
4348,-4
4349,-3
4350,0
4351,-1
4352,-1
4353,-1
4354,-1
4355,-2
4356,0
4357,-2
4358,-2
4359,1
4360,-2
4361,0
4362,-3
4363,0
4364,-1
4365,0
4366,-3
4367,0
4368,-7
4369,-1
4370,-2
4371,-2
4372,-3
4373,-1
4374,-3
4375,-3
4376,0
4377,-3
4378,-2
4379,0
4380,-1
4381,-3
4382,0
4383,-2
4384,0
4385,-1
4386,-1
4387,1
4388,-1
4389,-1
4390,-1
4391,-1
4392,-1
4393,0
4394,-1
4395,-1
4396,-3
4397,-3
4398,-4
4399,-1
4400,-2
4401,0
4402,-1
4403,0
4404,-1
4405,0
4406,0
4407,-2
4408,0
4409,-1
4410,-1
4411,-2
4412,-4
4413,-1
4414,-3
4415,0
4416,1
4417,-2
4418,0
4419,-1
4420,-3
4421,0
4422,-1
4423,-3
4424,-1
4425,0
4426,-1
4427,0
4428,0
4429,1
4430,-3
4431,-2
4432,-1
4433,-4
4434,-4
4435,1
4436,-1
4437,-2
4438,-2
4439,-1
4440,-3
4441,0
4442,-1
4443,-2
4444,-3
4445,-3
4446,-2
4447,-1
4448,-1
4449,-3
4450,-2
4451,-2
4452,-1
4453,-1
4454,0
4455,-2
4456,1
4457,-2
4458,-3
4459,-1
4460,-1
4461,0
4462,0
4463,-1
4464,0
4465,-1
4466,-1
4467,-1
4468,-2
4469,-3
4470,-1
4471,-3
4472,-2
4473,-4
4474,-2
4475,-2
4476,-1
4477,-1
4478,-2
4479,0
4480,0
4481,-2
4482,-1
4483,-1
4484,0
4485,0
4486,-1
4487,-2
4488,-2
4489,-1
4490,-1
4491,-2
4492,1
4493,-1
4494,-1
4495,-1
4496,-2
4497,-1
4498,-2
4499,-2
4500,-3
4501,-1
4502,0
4503,-1
4504,0
4505,-2
4506,-5
4507,-2
4508,0
4509,1
4510,-1
4511,-2
4512,0
4513,0
4514,-2
4515,-1
4516,-1
4517,-2
4518,0
4519,-4
4520,-2
4521,-1
4522,0
4523,-3
4524,-3
4525,-2
4526,-2
4527,-2
4528,0
4529,-2
4530,-2
4531,-3
4532,1
4533,-3
4534,-3
4535,-1
4536,-2
4537,0
4538,-3
4539,-1
4540,-4
4541,-2
4542,-2
4543,1
4544,-2
4545,-1
4546,1
4547,0
4548,-1
4549,0
4550,-1
4551,-1
4552,-3
4553,-2
4554,0
4555,-2
4556,0
4557,-2
4558,0
4559,-2
4560,-3
4561,0
4562,-1
4563,-2
4564,1
4565,-2
4566,-2
4567,0
4568,0
4569,-1
4570,-3
4571,-7
4572,-4
4573,-1
4574,-4
4575,-4
4576,-1
4577,-2
4578,-2
4579,-1
4580,-1
4581,0
4582,-1
4583,0
4584,-2
4585,-2
4586,-1
4587,-2
4588,0
4589,-1
4590,-3
4591,-2
4592,-2
4593,0
4594,-3
4595,-2
4596,0
4597,-1
4598,0
4599,-1
4600,-2
4601,-4
4602,-5
4603,-2
4604,0
4605,0
4606,-1
4607,-1
4608,-2
4609,-1
4610,-2
4611,-1
4612,0
4613,0
4614,0
4615,-2
4616,-2
4617,-2
4618,-2
4619,-1
4620,-3
4621,-1
4622,-2
4623,-1
4624,-4
4625,-2
4626,-2
4627,-1
4628,-4
4629,0
4630,1
4631,1
4632,-2
4633,0
4634,0
4635,-1
4636,1
4637,-1
4638,0
4639,-2
4640,0
4641,-3
4642,-1
4643,1
4644,0
4645,0
4646,0
4647,0
4648,0
4649,-1
4650,-3
4651,-5
4652,-2
4653,1
4654,-2
4655,-3
4656,0
4657,0
4658,-1
4659,-3
4660,1
4661,-3
4662,-1
4663,-3
4664,-1
4665,-1
4666,-2
4667,-3
4668,0
4669,-1
4670,-4
4671,0
4672,1
4673,-2
4674,-2
4675,-2
4676,-3
4677,0
4678,-1
4679,-1
4680,-3
4681,-1
4682,0
4683,0
4684,-1
4685,-1
4686,-1
4687,-5
4688,0
4689,-2
4690,-5
4691,-3
4692,-1
4693,-4
4694,-1
4695,-2
4696,-2
4697,0
4698,0
4699,-1
4700,0
4701,0
4702,1
4703,-2
4704,0
4705,-4
4706,-1
4707,-1
4708,-3
4709,-2
4710,0
4711,0
4712,-1
4713,-2
4714,-4
4715,-2
4716,-3
4717,0
4718,0
4719,-1
4720,-2
4721,-2
4722,-1
4723,-2
4724,-3
4725,0
4726,-3
4727,-1
4728,-1
4729,-3
4730,0
4731,1
4732,-1
4733,0
4734,0
4735,-1
4736,-2
4737,-2
4738,-2
4739,-2
4740,-4
4741,-2
4742,0
4743,0
4744,-1
4745,-5
4746,-3
4747,-4
4748,-2
4749,-2
4750,0
4751,-2
4752,-2
4753,-3
4754,-1
4755,-7
4756,0
4757,-1
4758,-1
4759,-1
4760,-3
4761,0
4762,-2
4763,-2
4764,-2
4765,-1
4766,-2
4767,-3
4768,0
4769,-2
4770,-1
4771,0
4772,-1
4773,-1
4774,-1
4775,-2
4776,-2
4777,1
4778,-1
4779,0
4780,-4
4781,0
4782,-3
4783,-1
4784,-3
4785,-2
4786,-2
4787,-1
4788,0
4789,-1
4790,0
4791,-3
4792,-3
4793,0
4794,-1
4795,-1
4796,-1
4797,0
4798,-2
4799,-3
4800,-1
4801,-2
4802,1
4803,-1
4804,-2
4805,0
4806,0
4807,0
4808,-1
4809,-1
4810,-1
4811,-2
4812,-1
4813,-1
4814,-1
4815,-4
4816,-1
4817,0
4818,-1
4819,0
4820,-3
4821,0
4822,-2
4823,-1
4824,-1
4825,-1
4826,-3
4827,-2
4828,-1
4829,-1
4830,0
4831,-1
4832,-2
4833,-3
4834,-1
4835,-2
4836,-1
4837,-1
4838,-2
4839,0
4840,-1
4841,0
4842,-2
4843,-1
4844,0
4845,-3
4846,0
4847,-4
4848,-1
4849,0
4850,0
4851,0
4852,1
4853,1
4854,-4
4855,0
4856,-1
4857,-1
4858,0
4859,1
4860,-1
4861,-3
4862,0
4863,0
4864,0
4865,-2
4866,1
4867,-1
4868,-3
4869,0
4870,-1
4871,0
4872,0
4873,0
4874,0
4875,-2
4876,-2
4877,-1
4878,-1
4879,-2
4880,-1
4881,0
4882,0
4883,-1
4884,-3
4885,1
4886,0
4887,-1
4888,-1
4889,-2
4890,0
4891,-1
4892,0
4893,-1
4894,-1
4895,-2
4896,-3
4897,-1
4898,0
4899,0
4900,-3
4901,-2
4902,-2
4903,-1
4904,-2
4905,-1
4906,1
4907,-1
4908,-2
4909,-2
4910,-3
4911,-1
4912,-2
4913,-1
4914,-3
4915,-1
4916,-1
4917,-1
4918,-2
4919,0
4920,-1
4921,-1
4922,0
4923,0
4924,-1
4925,0
4926,0
4927,-2
4928,-1
4929,-4
4930,-2
4931,-2
4932,-1
4933,-1
4934,-2
4935,0
4936,-1
4937,-3
4938,-1
4939,-1
4940,-3
4941,-5
4942,-3
4943,0
4944,-4
4945,-1
4946,-1
4947,-3
4948,-2
4949,-1
4950,-2
4951,-1
4952,0
4953,0
4954,-1
4955,-1
4956,-2
4957,1
4958,-1
4959,-1
4960,0
4961,-3
4962,-1
4963,-1
4964,0
4965,-2
4966,-2
4967,-2
4968,-2
4969,-1
4970,-1
4971,-2
4972,-1
4973,-1
4974,0
4975,-1
4976,0
4977,0
4978,0
4979,-2
4980,-2
4981,-1
4982,-1
4983,-2
4984,-2
4985,1
4986,-3
4987,-2
4988,-1
4989,-1
4990,0
4991,0
4992,-2
4993,-1
4994,-1
4995,0
4996,1
4997,-3
4998,-1
4999,-1
5000,-1
5001,1
5002,-1
5003,-1
5004,-1
5005,0
5006,-2
5007,-1
5008,-1
5009,-2
5010,-2
5011,-2
5012,-1
5013,-1
5014,-3
5015,-2
5016,-1
5017,0
5018,-1
5019,-2
5020,-1
5021,-3
5022,-1
5023,0
5024,-1
5025,1
5026,-1
5027,-1
5028,-2
5029,-4
5030,-2
5031,-1
5032,-2
5033,1
5034,0
5035,0
5036,-4
5037,-1
5038,0
5039,0
5040,-2
5041,-3
5042,-3
5043,-3
5044,-1
5045,-4
5046,-3
5047,-2
5048,0
5049,-1
5050,0
5051,-2
5052,0
5053,-1
5054,0
5055,1
5056,-1
5057,-1
5058,1
5059,-3
5060,1
5061,-1
5062,-2
5063,-2
5064,-4
5065,0
5066,-1
5067,0
5068,0
5069,-1
5070,-1
5071,-1
5072,-1
5073,-3
5074,-1
