,DQN
7538,-1
7539,-1
7540,-5
7541,-1
7542,-5
7543,-1
7544,-3
7545,-1
7546,-2
7547,-1
7548,-1
7549,-1
7550,-1
7551,0
7552,-2
7553,-1
7554,-3
7555,-1
7556,0
7557,-2
7558,0
7559,-1
7560,0
7561,-1
7562,0
7563,0
7564,0
7565,-4
7566,-1
7567,-1
7568,-1
7569,1
7570,-1
7571,-1
7572,-1
7573,-2
7574,-4
7575,-1
7576,-3
7577,0
7578,-3
7579,-1
7580,-1
7581,-3
7582,0
7583,-5
7584,-1
7585,-2
7586,-2
7587,-2
7588,-4
7589,1
7590,-2
7591,-1
7592,-1
7593,-1
7594,-1
7595,-1
7596,-1
7597,1
7598,-2
7599,0
7600,-6
7601,-1
7602,-1
7603,-2
7604,-2
7605,0
7606,-1
7607,-1
7608,-3
7609,-2
7610,-2
7611,-2
7612,0
7613,-1
7614,-1
7615,-1
7616,-1
7617,-4
7618,0
7619,-1
7620,0
7621,-2
7622,0
7623,-2
7624,-2
7625,-2
7626,-1
7627,-1
7628,-1
7629,0
7630,-1
7631,0
7632,-2
7633,0
7634,-2
7635,-2
7636,-2
7637,-1
7638,0
7639,1
7640,-2
7641,-2
7642,0
7643,-1
7644,-1
7645,1
7646,-1
7647,-1
7648,-3
7649,0
7650,-2
7651,-1
7652,-1
7653,-4
7654,-3
7655,-3
7656,-1
7657,-3
7658,-3
7659,-1
7660,-1
7661,-1
7662,-1
7663,-2
7664,0
7665,-1
7666,-1
7667,-2
7668,-1
7669,-2
7670,-1
7671,-3
7672,0
7673,-1
7674,-3
7675,-3
7676,-3
7677,-1
7678,1
7679,-2
7680,-1
7681,-1
7682,-2
7683,-1
7684,1
7685,-3
7686,-2
7687,0
7688,0
7689,0
7690,0
7691,-1
7692,0
7693,-2
7694,-2
7695,-1
7696,-1
7697,0
7698,-1
7699,-2
7700,-2
7701,-1
7702,-1
7703,-2
7704,-2
7705,0
7706,-3
7707,0
7708,0
7709,-1
7710,-2
7711,0
7712,-2
7713,-2
7714,-1
7715,0
7716,-1
7717,0
7718,-1
7719,0
7720,-1
7721,-2
7722,-2
7723,1
7724,-2
7725,-1
7726,0
7727,0
7728,0
7729,-1
7730,0
7731,0
7732,-1
7733,-1
7734,1
7735,-4
7736,-3
7737,-1
7738,-1
7739,-1
7740,-1
7741,-2
7742,-1
7743,-1
7744,0
7745,0
7746,0
7747,0
7748,-2
7749,-1
7750,-1
7751,-1
7752,0
7753,-1
7754,-1
7755,0
7756,-1
7757,-1
7758,-1
7759,-2
7760,0
7761,0
7762,1
7763,-2
7764,-2
7765,1
7766,0
7767,-2
7768,-3
7769,-2
7770,-2
7771,0
7772,-3
7773,-3
7774,0
7775,1
7776,0
7777,-2
7778,-1
7779,0
7780,-2
7781,-3
7782,-1
7783,-3
7784,-2
7785,0
7786,-2
7787,0
7788,-3
7789,-2
7790,0
7791,1
7792,-2
7793,-1
7794,0
7795,0
7796,-3
7797,1
7798,-1
7799,0
7800,-3
7801,-1
7802,0
7803,-2
7804,-4
7805,-2
7806,0
7807,-1
7808,-3
7809,0
7810,0
7811,-3
7812,0
7813,0
7814,0
7815,-1
7816,-2
7817,0
7818,-1
7819,-2
7820,1
7821,-2
7822,0
7823,-2
7824,1
7825,0
7826,-1
7827,0
7828,0
7829,1
7830,-2
7831,-1
7832,-1
7833,-2
7834,-3
7835,-1
7836,-2
7837,0
7838,-1
7839,-1
7840,0
7841,0
7842,-1
7843,-2
7844,-2
7845,-4
7846,-1
7847,-2
7848,-1
7849,-1
7850,-2
7851,-2
7852,-2
7853,0
7854,-2
7855,-1
7856,-2
7857,-1
7858,-1
7859,1
7860,0
7861,-1
7862,-1
7863,-2
7864,-1
7865,0
7866,-2
7867,-2
7868,-1
7869,-1
7870,0
7871,-3
7872,-5
7873,-1
7874,-1
7875,-1
7876,-3
7877,0
7878,-2
7879,-1
7880,-1
7881,-1
7882,1
7883,0
7884,1
7885,-3
7886,0
7887,-1
7888,1
7889,0
7890,-2
7891,0
7892,-1
7893,0
7894,0
7895,0
7896,-3
7897,-2
7898,-3
7899,0
7900,-1
7901,-1
7902,-3
7903,-1
7904,0
7905,-3
7906,-1
7907,1
7908,-1
7909,1
7910,-3
7911,-1
7912,-3
7913,-1
7914,0
7915,0
7916,0
7917,0
7918,-1
7919,-1
7920,-1
7921,-1
7922,-1
7923,-1
7924,0
7925,-2
7926,-1
7927,-2
7928,-1
7929,-2
7930,-3
7931,0
7932,-1
7933,0
7934,-3
7935,-1
7936,-1
7937,-1
7938,0
7939,-1
7940,-3
7941,-2
7942,-1
7943,-2
7944,0
7945,-2
7946,-1
7947,-2
7948,0
7949,-1
7950,-1
7951,-1
7952,-1
7953,0
7954,-4
7955,-3
7956,-3
7957,-3
7958,-2
7959,-2
7960,0
7961,-2
7962,1
7963,0
7964,-1
7965,-1
7966,-1
7967,0
7968,-1
7969,-3
7970,-3
7971,-4
7972,0
7973,-1
7974,-3
7975,-2
7976,0
7977,-1
7978,0
7979,-1
7980,0
7981,0
7982,-1
7983,-1
7984,-1
7985,-1
7986,-3
7987,-3
7988,-1
7989,-4
7990,-4
7991,0
7992,-2
7993,-3
7994,-2
7995,0
7996,-1
7997,-1
7998,0
7999,-3
8000,0
8001,-4
8002,-1
8003,-3
8004,0
8005,-2
8006,-2
8007,-1
8008,-1
8009,-1
8010,0
8011,0
8012,0
8013,-1
8014,-1
8015,0
8016,-1
8017,-1
8018,-1
8019,-3
8020,0
8021,-2
8022,-1
8023,-3
8024,-2
8025,-1
8026,-1
8027,-1
8028,-2
8029,-3
8030,1
8031,-2
8032,-1
8033,-1
8034,-1
8035,-1
8036,0
8037,1
8038,0
8039,-3
8040,-2
8041,0
8042,-1
8043,0
8044,-2
8045,-2
8046,-1
8047,-2
8048,-3
8049,0
8050,-1
8051,-1
8052,0
8053,0
8054,0
8055,-3
8056,-2
8057,-2
8058,-2
8059,-2
8060,-2
8061,-1
8062,-1
8063,-5
8064,-1
8065,-2
8066,-1
8067,-2
8068,1
8069,-2
8070,-4
8071,-4
8072,-4
8073,1
8074,-1
8075,-1
8076,-1
8077,-3
8078,0
8079,-1
8080,0
8081,0
8082,-1
8083,-4
8084,1
8085,-2
8086,-2
8087,-2
8088,1
8089,0
8090,-2
8091,0
8092,-1
8093,-1
8094,0
8095,-1
8096,0
8097,1
8098,-1
8099,0
8100,-1
8101,0
8102,-1
8103,0
8104,-1
8105,-1
8106,-2
8107,-1
8108,-1
8109,-4
8110,-1
8111,0
8112,-1
8113,-1
8114,-2
8115,1
8116,0
8117,0
8118,0
8119,0
8120,0
8121,0
8122,0
8123,0
8124,-1
8125,-1
8126,0
8127,0
8128,-1
8129,-1
8130,0
8131,-1
8132,-1
8133,-5
8134,-1
8135,0
8136,0
8137,-1
8138,-4
8139,0
8140,-6
8141,-4
8142,-2
8143,-1
8144,-3
8145,-1
8146,0
8147,-2
8148,-1
8149,0
8150,-2
8151,-1
8152,-2
8153,-1
8154,-1
8155,-1
8156,-1
8157,-1
8158,-2
8159,0
8160,-1
8161,0
8162,-2
8163,-2
8164,-2
8165,0
8166,0
8167,0
8168,1
8169,0
8170,-2
8171,-2
8172,1
8173,-3
8174,-1
8175,-2
8176,-3
8177,-2
8178,0
8179,-3
8180,0
8181,-3
8182,0
8183,0
8184,-4
8185,-1
8186,-8
8187,1
8188,-1
8189,-1
8190,-2
8191,-1
8192,-2
8193,-1
8194,-1
8195,-2
8196,-1
8197,0
8198,-1
8199,-3
8200,0
8201,0
8202,-3
8203,-4
8204,-4
8205,-1
8206,-3
8207,-2
8208,0
8209,-1
8210,-1
8211,-1
8212,-2
8213,-1
8214,1
8215,0
8216,-2
8217,-2
8218,-3
8219,-1
8220,-1
8221,0
8222,-2
8223,-2
8224,-1
8225,0
8226,0
8227,1
8228,0
8229,0
8230,-2
8231,-1
8232,-1
8233,-1
8234,-1
8235,-1
8236,1
8237,-1
8238,0
8239,0
8240,0
8241,-1
8242,-1
8243,-1
8244,0
8245,0
8246,1
8247,-5
8248,-1
8249,-1
8250,0
8251,-3
8252,-2
8253,-2
8254,-2
8255,0
8256,0
8257,-2
8258,-1
8259,-2
8260,0
8261,-1
8262,-1
8263,1
8264,-2
8265,-1
8266,0
8267,0
8268,-2
8269,0
8270,-2
8271,-2
8272,-1
8273,0
8274,1
8275,-1
8276,-1
8277,0
8278,0
8279,0
8280,0
8281,0
8282,0
8283,-1
8284,-1
8285,-1
8286,-1
8287,-2
8288,0
8289,-1
8290,1
8291,-1
8292,-1
8293,-1
8294,-1
8295,-2
8296,0
8297,-1
8298,-1
8299,0
8300,-3
8301,0
8302,-2
8303,0
8304,1
8305,0
8306,-3
8307,-2
8308,-1
8309,-3
8310,-1
8311,-3
8312,1
8313,-1
8314,-1
8315,-2
8316,-2
8317,-2
8318,-2
8319,-2
8320,0
8321,0
8322,-1
8323,-1
8324,-4
8325,-2
8326,-1
8327,0
8328,-2
8329,0
8330,1
8331,-1
8332,-1
8333,0
8334,0
8335,0
8336,-2
8337,0
8338,-1
8339,-2
8340,-1
8341,-2
8342,-1
8343,-2
8344,-1
8345,-1
8346,1
8347,-1
8348,0
8349,0
8350,-4
8351,-3
8352,-1
8353,-3
8354,-2
8355,-3
8356,-1
8357,-2
8358,-2
8359,0
8360,0
8361,0
8362,0
8363,-3
8364,-1
8365,-1
8366,0
8367,0
8368,-3
8369,0
8370,-1
8371,-1
8372,0
8373,-1
8374,1
8375,-3
8376,0
8377,-1
8378,-1
8379,-2
8380,-2
8381,-2
8382,0
8383,0
8384,-2
8385,-1
8386,-2
8387,0
8388,-4
8389,-2
8390,1
8391,-4
8392,0
8393,-1
8394,-3
8395,-1
8396,-1
8397,-3
8398,0
8399,-4
8400,1
8401,0
8402,-7
8403,-1
8404,-4
8405,-1
8406,-2
8407,-2
8408,-3
8409,0
8410,-1
8411,-2
8412,0
8413,-2
8414,-1
8415,0
8416,-2
8417,0
8418,-3
8419,-2
8420,-2
8421,0
8422,-1
8423,-1
8424,-2
8425,-2
8426,-1
8427,0
8428,-2
8429,1
8430,-1
8431,-1
8432,0
8433,-1
8434,-4
8435,-1
8436,-3
8437,-9
8438,-7
8439,-1
8440,-1
8441,0
8442,0
8443,-1
8444,-2
8445,-2
8446,1
8447,0
8448,-1
8449,1
8450,-1
8451,0
8452,-2
8453,-1
8454,0
8455,-2
8456,-2
8457,-2
8458,-2
8459,-1
8460,-4
8461,-1
8462,-2
8463,-2
8464,-1
8465,0
8466,-2
8467,-2
8468,-1
8469,-1
8470,-1
8471,-1
8472,-2
8473,-7
8474,-1
8475,-1
8476,-1
8477,-1
8478,-2
8479,0
8480,-4
8481,-1
8482,-1
8483,0
8484,0
8485,-1
8486,-1
8487,-1
8488,-1
8489,-1
8490,-4
8491,-2
8492,0
8493,-2
8494,-1
8495,-1
8496,0
8497,-1
8498,-2
8499,0
8500,-2
8501,-1
8502,0
8503,-3
8504,-3
8505,-2
8506,0
8507,1
8508,0
8509,-1
8510,0
8511,-1
8512,-2
8513,1
8514,-1
8515,-1
8516,0
8517,0
8518,0
8519,-2
8520,-3
8521,0
8522,0
8523,-1
8524,0
8525,0
8526,0
8527,-1
8528,0
8529,0
8530,-2
8531,0
8532,0
8533,0
8534,-2
8535,0
8536,-1
8537,0
8538,1
8539,1
8540,-3
8541,0
8542,-1
8543,-3
8544,-2
8545,-1
8546,-1
8547,-3
8548,-1
8549,0
8550,-1
8551,-2
8552,0
8553,-2
8554,-1
8555,0
8556,0
8557,-1
8558,-1
8559,0
8560,1
8561,-1
8562,-1
8563,-1
8564,-1
8565,-1
8566,0
8567,-3
8568,0
8569,-1
8570,0
8571,-3
8572,0
8573,-2
8574,-1
8575,-1
8576,-3
8577,-2
8578,0
8579,-3
8580,0
8581,-2
8582,0
8583,-1
8584,1
8585,-1
8586,0
8587,-1
8588,-2
8589,-2
8590,-1
8591,0
8592,1
8593,-2
8594,-3
8595,-3
8596,0
8597,-2
8598,0
8599,0
8600,-1
8601,-1
8602,0
8603,0
8604,-1
8605,-1
8606,0
8607,-1
8608,0
8609,-1
8610,-3
8611,-1
8612,0
8613,0
8614,0
8615,-1
8616,-4
8617,-2
8618,0
8619,-2
8620,0
8621,-3
8622,-2
8623,0
8624,0
8625,0
8626,-4
8627,-1
8628,-1
8629,-1
8630,-1
8631,-4
8632,-2
8633,-2
8634,-1
8635,1
8636,-1
8637,-2
8638,-1
8639,-3
8640,-3
8641,-1
8642,0
8643,-1
8644,-3
8645,1
8646,-1
8647,-1
8648,-1
8649,-1
8650,-4
8651,-4
8652,-1
8653,0
8654,-3
8655,-2
8656,-2
8657,-3
8658,-3
8659,0
8660,-2
8661,-1
8662,-1
8663,0
8664,0
8665,-2
8666,-1
8667,-2
8668,0
8669,-4
8670,-1
8671,0
8672,0
8673,0
8674,-2
8675,1
8676,-2
8677,-1
8678,-2
8679,-1
8680,0
8681,-1
8682,-3
8683,-3
8684,0
8685,-1
8686,0
8687,0
8688,0
8689,-1
8690,-1
8691,-2
8692,-3
8693,-3
8694,0
8695,-1
8696,-2
8697,-2
8698,-1
8699,-2
8700,0
8701,1
8702,0
8703,-2
8704,0
8705,-1
8706,-4
8707,-2
8708,-1
8709,-4
8710,-1
8711,-2
8712,-1
8713,-1
8714,-3
8715,-1
8716,0
8717,-2
8718,-2
8719,-3
8720,0
8721,0
8722,-3
8723,0
8724,-1
8725,0
8726,0
8727,0
8728,0
8729,-1
8730,-2
8731,-1
8732,-1
8733,-2
8734,-2
8735,-1
8736,-2
8737,-1
8738,0
8739,-2
8740,-1
8741,0
8742,0
8743,-2
8744,-1
8745,-2
8746,-3
8747,-2
8748,-1
8749,-1
8750,0
8751,-1
8752,1
8753,-1
8754,-2
8755,-1
8756,0
8757,1
8758,-1
8759,-2
8760,0
8761,1
8762,-1
8763,-2
8764,0
8765,-1
8766,-1
8767,-2
8768,-1
8769,-2
8770,-1
8771,-2
8772,0
8773,-2
8774,0
8775,-2
8776,0
8777,-1
8778,-2
8779,-1
8780,0
8781,0
8782,-3
8783,-2
8784,1
8785,-1
8786,-2
8787,0
8788,-3
8789,1
8790,-1
8791,-3
8792,-4
8793,-1
8794,-1
8795,-2
8796,0
8797,-1
8798,-1
8799,-1
8800,-3
8801,-1
8802,0
8803,-3
8804,0
8805,1
8806,1
8807,-1
8808,0
8809,-2
8810,-3
8811,-1
8812,0
8813,-2
8814,-2
8815,0
8816,-1
8817,0
8818,-1
8819,-2
8820,-3
8821,-2
8822,-1
8823,-2
8824,-1
8825,-1
8826,0
8827,-2
8828,0
8829,0
8830,1
8831,-1
8832,1
8833,0
8834,-1
8835,-3
8836,-2
8837,1
8838,0
8839,-1
8840,-1
8841,-3
8842,-1
8843,0
8844,0
8845,0
8846,1
8847,1
8848,-2
8849,-1
8850,-1
8851,-2
8852,1
8853,0
8854,0
8855,0
8856,0
8857,-1
8858,-2
8859,-3
8860,-2
8861,0
8862,0
8863,-2
8864,-2
8865,-1
8866,-1
8867,0
8868,-2
8869,-1
8870,-2
8871,0
8872,0
8873,-1
8874,0
8875,-1
8876,-1
8877,-4
8878,0
8879,-2
8880,0
8881,-1
8882,0
8883,-3
8884,-2
8885,0
8886,-2
8887,-2
8888,0
8889,-1
8890,-1
8891,-1
8892,0
8893,0
8894,-4
8895,-1
8896,0
8897,0
8898,-5
8899,-2
8900,1
8901,-4
8902,-2
8903,0
8904,-2
8905,0
8906,0
8907,-1
8908,-1
8909,-2
8910,-3
8911,-1
8912,-1
8913,-1
8914,-2
8915,1
8916,-1
8917,0
8918,0
8919,-1
8920,-1
8921,-1
8922,-1
8923,0
8924,-2
8925,0
8926,0
8927,0
8928,0
8929,-1
8930,-1
8931,0
8932,-1
8933,-1
8934,-1
8935,-2
8936,0
8937,-3
8938,-3
8939,-1
8940,-2
8941,-1
8942,-1
8943,-1
8944,-1
8945,1
8946,0
8947,0
8948,-1
8949,-3
8950,-2
8951,-2
8952,-1
8953,-2
8954,0
8955,0
8956,-1
8957,-1
8958,-4
8959,-1
8960,-2
8961,-2
8962,0
8963,-1
8964,0
8965,0
8966,0
8967,1
8968,-2
8969,-1
8970,-1
8971,-2
8972,-1
8973,-2
8974,-1
8975,0
8976,0
8977,-1
8978,-1
8979,-3
8980,-1
8981,-3
8982,0
8983,-3
8984,-3
8985,-2
8986,-2
8987,-1
8988,0
8989,-2
8990,-1
8991,-6
8992,-2
8993,-2
8994,0
8995,0
8996,0
8997,-2
8998,0
8999,-4
9000,-4
9001,1
9002,0
9003,1
9004,0
9005,0
9006,0
9007,-4
9008,0
9009,1
9010,0
9011,0
9012,0
9013,-1
9014,-3
9015,0
9016,-2
9017,-4
9018,0
9019,-1
9020,-1
9021,0
9022,1
9023,0
9024,-2
9025,-2
9026,-2
9027,-3
9028,-1
9029,-2
9030,-1
9031,-3
9032,-1
9033,0
9034,-2
9035,-2
9036,-1
9037,-1
9038,0
9039,0
9040,-1
9041,-2
9042,0
9043,-2
9044,0
9045,1
9046,-1
9047,-3
9048,-3
9049,-3
9050,0
9051,0
9052,0
9053,0
9054,-5
9055,0
9056,0
9057,-2
9058,-4
9059,0
9060,1
9061,-1
9062,-1
9063,-4
9064,-3
9065,-3
9066,-2
9067,-1
9068,-1
9069,-3
9070,-4
9071,-3
9072,-2
9073,-2
9074,-1
9075,-1
9076,0
9077,0
9078,-2
9079,-1
9080,-2
9081,-7
9082,-3
9083,-2
9084,-3
9085,-3
9086,-3
9087,-2
9088,-2
9089,-1
9090,-2
9091,-3
9092,-3
9093,0
9094,-3
9095,-1
9096,-9
9097,-2
9098,1
9099,-9
9100,1
9101,-1
9102,0
9103,0
9104,-1
9105,0
9106,-2
9107,-3
9108,-3
9109,0
9110,0
9111,0
9112,-2
9113,-2
9114,0
9115,-3
9116,-2
9117,-1
9118,0
9119,-2
9120,-2
9121,-5
9122,-1
9123,-4
9124,0
9125,-2
9126,0
9127,-4
9128,-1
9129,-2
9130,-2
9131,-1
9132,-2
9133,-2
9134,-1
9135,1
9136,0
9137,0
9138,0
9139,-2
9140,-1
9141,-1
9142,-1
9143,-2
9144,-2
9145,-1
9146,-1
9147,-2
9148,-1
9149,-2
9150,-1
9151,-1
9152,-5
9153,0
9154,-6
9155,0
9156,-2
9157,-2
9158,0
9159,-2
9160,-1
9161,-1
9162,0
9163,-1
9164,-1
9165,0
9166,0
9167,-1
9168,-1
9169,0
9170,-2
9171,1
9172,-1
9173,0
9174,0
9175,0
9176,-1
9177,-5
9178,-1
9179,-2
9180,-3
9181,-4
9182,1
9183,-1
9184,0
9185,-1
9186,1
9187,-2
9188,-1
9189,1
9190,-2
9191,0
9192,-4
9193,-1
9194,0
9195,-1
9196,-1
9197,-3
9198,-3
9199,0
9200,-2
9201,-3
9202,-3
9203,-1
9204,0
9205,-2
9206,0
9207,0
9208,0
9209,0
9210,-1
9211,-1
9212,-1
9213,-2
9214,-1
9215,-1
9216,-2
9217,-1
9218,-1
9219,-2
9220,-1
9221,-1
9222,0
9223,-2
9224,-2
9225,-1
9226,0
9227,-1
9228,-1
9229,-1
9230,-2
9231,1
9232,-5
9233,0
9234,-3
9235,0
9236,0
9237,1
9238,-2
9239,-3
9240,-4
9241,-3
9242,0
9243,0
9244,0
9245,0
9246,-3
9247,0
9248,-9
9249,-3
9250,-4
9251,-3
9252,-5
9253,0
9254,-1
9255,0
9256,-4
9257,-1
9258,-1
9259,-3
9260,1
9261,-1
9262,-6
9263,1
9264,1
9265,-3
9266,0
9267,-2
9268,1
9269,-1
9270,-4
9271,0
9272,-1
9273,-2
9274,-1
9275,-3
9276,-3
9277,-1
9278,-2
9279,1
9280,0
9281,-1
9282,0
9283,-1
9284,-1
9285,0
9286,-3
9287,1
9288,-1
9289,-3
9290,0
9291,0
9292,-2
9293,-2
9294,-3
9295,-4
9296,-2
9297,-1
9298,-2
9299,1
9300,-2
9301,0
9302,0
9303,0
9304,0
9305,-1
9306,0
9307,-1
9308,1
9309,-2
9310,-1
9311,1
9312,-4
9313,0
9314,-3
9315,0
9316,-1
9317,-2
9318,0
9319,0
9320,-1
9321,-2
9322,-1
9323,-1
9324,-3
9325,-6
9326,0
9327,-1
9328,-1
9329,-1
9330,-1
9331,-9
9332,-3
9333,-2
9334,-2
9335,-1
9336,-1
9337,1
9338,-1
9339,-2
9340,-1
9341,0
9342,-1
9343,-2
9344,0
9345,0
9346,-2
9347,-3
9348,-1
9349,-1
9350,-1
9351,-1
9352,0
9353,-1
9354,1
9355,0
9356,0
9357,-2
9358,-1
9359,0
9360,0
9361,-1
9362,-3
9363,0
9364,0
9365,1
9366,-2
9367,-3
9368,-1
9369,0
9370,0
9371,-1
9372,-1
9373,-3
9374,0
9375,0
9376,-1
9377,-3
9378,-1
9379,-3
9380,-1
9381,-2
9382,-2
9383,0
9384,-3
9385,-1
9386,-1
9387,-1
9388,1
9389,-2
9390,-3
9391,-1
9392,0
9393,0
9394,-1
9395,-5
9396,-1
9397,-3
9398,0
9399,-1
9400,0
9401,-1
9402,-2
9403,0
9404,0
9405,-3
9406,-1
9407,-3
9408,0
9409,-2
9410,0
9411,0
9412,-1
9413,-3
9414,-2
9415,0
9416,-3
9417,-3
9418,-1
9419,-1
9420,0
9421,0
9422,-3
9423,-2
9424,-2
9425,-4
9426,-4
9427,-2
9428,-1
9429,-2
9430,1
9431,0
9432,-5
9433,-2
9434,1
9435,-1
9436,-1
9437,-3
9438,-5
9439,0
9440,-1
9441,-1
9442,-1
9443,0
9444,-1
9445,0
9446,-1
9447,0
9448,0
9449,-2
9450,-1
9451,0
9452,0
9453,0
9454,-1
9455,0
9456,-1
9457,-1
9458,-2
9459,-6
9460,-1
9461,-3
9462,1
9463,0
9464,-2
9465,-2
9466,0
9467,-1
9468,-1
9469,-1
9470,1
9471,-1
9472,-1
9473,-4
9474,0
9475,-1
9476,0
9477,-1
9478,0
9479,-6
9480,-1
9481,-1
9482,-6
9483,-1
9484,0
9485,-1
9486,-1
9487,-2
9488,0
9489,-3
9490,0
9491,-1
9492,-2
9493,-3
9494,0
9495,-1
9496,0
9497,-2
9498,0
9499,0
9500,-2
9501,-1
9502,-2
9503,0
9504,0
9505,-1
9506,0
9507,0
9508,0
9509,-1
9510,-5
9511,-1
9512,-3
9513,0
9514,-1
9515,-2
9516,0
9517,-3
9518,0
9519,-2
9520,-3
9521,-2
9522,-3
9523,0
9524,0
9525,-1
9526,0
9527,0
9528,-3
9529,-1
9530,0
9531,-3
9532,-1
9533,-3
9534,-1
9535,-1
9536,-1
9537,-1
9538,-1
9539,-1
9540,0
9541,0
9542,-1
9543,-1
9544,0
9545,0
9546,0
9547,-6
9548,-1
9549,-2
9550,-2
9551,1
9552,-3
9553,0
9554,0
9555,-1
9556,0
9557,-1
9558,-2
9559,-3
9560,0
9561,-1
9562,0
9563,-1
9564,-6
9565,-2
9566,0
9567,-1
9568,1
9569,-1
9570,0
9571,-2
9572,0
9573,-4
9574,-2
9575,0
9576,-4
9577,-1
9578,0
9579,0
9580,-3
9581,1
9582,-1
9583,-1
9584,-1
9585,0
9586,-1
9587,0
9588,-2
9589,-2
9590,-1
9591,-1
9592,-2
9593,-2
9594,-4
9595,0
9596,-1
9597,0
9598,0
9599,-1
9600,1
9601,-1
9602,0
9603,0
9604,-1
9605,-1
9606,-2
9607,-2
9608,0
9609,-1
9610,-1
9611,1
9612,-1
9613,-3
9614,1
9615,-1
9616,-3
9617,-1
9618,0
9619,0
9620,-3
9621,0
9622,-1
9623,-2
9624,-1
9625,0
9626,-2
9627,0
9628,-3
9629,-1
9630,-1
9631,-2
9632,-3
9633,-7
9634,-1
9635,-2
9636,-4
9637,0
9638,0
9639,-2
9640,1
9641,-1
9642,-1
9643,-3
9644,-2
9645,0
9646,-6
9647,-2
9648,-2
9649,-1
9650,-1
9651,1
9652,0
9653,-2
9654,1
9655,-1
9656,-4
9657,0
9658,0
9659,-1
9660,-1
9661,-1
9662,-1
9663,0
9664,1
9665,0
9666,1
9667,-1
9668,-2
9669,-1
9670,-2
9671,0
9672,0
9673,0
9674,-3
9675,-4
9676,-2
9677,-2
9678,-1
9679,1
9680,-2
9681,-3
9682,-1
9683,-2
9684,-2
9685,-1
9686,-2
9687,-2
9688,-2
9689,0
9690,-1
9691,0
9692,-1
9693,-3
9694,-7
9695,0
9696,0
9697,-1
9698,0
9699,-3
9700,0
9701,-4
9702,0
9703,-4
9704,0
9705,0
9706,1
9707,-1
9708,-1
9709,-2
9710,-1
9711,-1
9712,-1
9713,-2
9714,0
9715,-1
9716,-2
9717,-3
9718,-1
9719,1
9720,0
9721,-1
9722,-5
9723,-1
9724,-1
9725,-2
9726,-2
9727,-2
9728,-1
9729,0
9730,-1
9731,-1
9732,-1
9733,-2
9734,-1
9735,-3
9736,-1
9737,-1
9738,-3
9739,-4
9740,-2
9741,0
9742,-2
9743,-2
9744,0
9745,1
9746,0
9747,-1
9748,0
9749,-2
9750,-2
9751,0
9752,-2
9753,-1
9754,0
9755,0
9756,0
9757,-1
9758,-3
9759,0
9760,-2
9761,-2
9762,-3
9763,-3
9764,-3
9765,-3
9766,-4
9767,-4
9768,0
9769,0
9770,0
9771,-1
9772,-4
9773,0
9774,-2
9775,-3
9776,-2
9777,0
9778,-2
9779,-3
9780,-2
9781,0
9782,1
9783,-2
9784,-4
9785,-2
9786,0
9787,0
9788,-2
9789,-1
9790,0
9791,-1
9792,-2
9793,-2
9794,-5
9795,-1
9796,0
9797,-1
9798,-2
9799,-3
9800,-1
9801,-1
9802,-2
9803,-1
9804,-2
9805,-1
9806,-2
9807,-2
9808,-2
9809,-1
9810,0
9811,-2
9812,0
9813,0
9814,-2
9815,-3
9816,-1
9817,-1
9818,-1
9819,-2
9820,-1
9821,1
9822,0
9823,0
9824,-1
9825,-3
9826,-1
9827,0
9828,-2
9829,-1
9830,0
9831,-1
9832,-2
9833,-1
9834,0
9835,0
9836,1
9837,-1
9838,-1
9839,0
9840,0
9841,0
9842,-1
9843,-1
9844,-3
9845,0
9846,1
9847,-1
9848,-3
9849,-1
9850,0
9851,-1
9852,0
9853,0
9854,-2
9855,0
9856,-2
9857,-2
9858,-1
9859,0
9860,0
9861,-2
9862,-1
9863,-1
9864,0
9865,-2
9866,-3
9867,-3
9868,-4
9869,1
9870,-1
9871,-2
9872,0
9873,-1
9874,-4
9875,0
9876,0
9877,-1
9878,0
9879,-1
9880,-1
9881,-1
9882,0
9883,-2
9884,-3
9885,-2
9886,0
9887,0
9888,-2
9889,0
9890,-1
9891,-1
9892,0
9893,0
9894,-1
9895,0
9896,-2
9897,-2
9898,-2
9899,0
9900,-2
9901,-2
9902,0
9903,0
9904,-1
9905,-5
9906,-1
9907,-4
9908,0
9909,-1
9910,-2
9911,0
9912,-1
9913,-3
9914,-2
9915,-2
9916,-1
9917,0
9918,-1
9919,-1
9920,-1
9921,-2
9922,-1
9923,-1
9924,-4
9925,-4
9926,-1
9927,0
9928,-2
9929,-3
9930,-2
9931,-1
9932,-1
9933,0
9934,-1
9935,-2
9936,0
9937,1
9938,-1
9939,-2
9940,0
9941,-1
9942,-2
9943,-1
9944,-1
9945,-2
9946,-1
9947,-2
9948,1
9949,-2
9950,-1
9951,1
9952,0
9953,-1
9954,0
9955,0
9956,-2
9957,-1
9958,-2
9959,-2
9960,0
9961,-2
9962,-1
9963,-1
9964,0
9965,-1
9966,0
9967,-3
9968,0
9969,-2
9970,-1
9971,-2
9972,1
9973,-2
9974,-2
9975,0
9976,-7
9977,-1
9978,1
9979,-2
9980,-4
9981,-1
9982,-3
9983,0
9984,-2
9985,-1
9986,-1
9987,-2
9988,0
9989,-1
9990,0
9991,0
9992,0
9993,-4
9994,-1
9995,-2
9996,-2
9997,-1
9998,0
9999,0
10000,-1
10001,0
10002,-2
10003,-1
10004,-1
