,DQN
2140,92.0
2141,32.0
2142,93.0
2143,14.0
2144,103.0
2145,100.0
2146,98.0
2147,91.0
2148,36.0
2149,92.0
2150,11.0
2151,93.0
2152,93.0
2153,30.0
2154,95.0
2155,12.0
2156,100.0
2157,104.0
2158,98.0
2159,94.0
2160,100.0
2161,97.0
2162,93.0
2163,94.0
2164,33.0
2165,96.0
2166,96.0
2167,98.0
2168,89.0
2169,92.0
2170,90.0
2171,94.0
2172,95.0
2173,13.0
2174,36.0
2175,99.0
2176,55.0
2177,98.0
2178,89.0
2179,93.0
2180,91.0
2181,96.0
2182,95.0
2183,92.0
2184,92.0
2185,45.0
2186,51.0
2187,91.0
2188,90.0
2189,90.0
2190,96.0
2191,94.0
2192,89.0
2193,92.0
2194,99.0
2195,86.0
2196,93.0
2197,94.0
2198,86.0
2199,93.0
2200,96.0
2201,92.0
2202,113.0
2203,11.0
2204,88.0
2205,100.0
2206,46.0
2207,99.0
2208,93.0
2209,11.0
2210,35.0
2211,90.0
2212,90.0
2213,91.0
2214,107.0
2215,94.0
2216,98.0
2217,13.0
2218,96.0
2219,22.0
2220,94.0
2221,96.0
2222,13.0
2223,11.0
2224,94.0
2225,95.0
2226,86.0
2227,13.0
2228,14.0
2229,106.0
2230,92.0
2231,105.0
2232,12.0
2233,92.0
2234,94.0
2235,98.0
2236,103.0
2237,10.0
2238,96.0
2239,14.0
2240,10.0
2241,93.0
2242,105.0
2243,32.0
2244,93.0
2245,13.0
2246,13.0
2247,96.0
2248,97.0
2249,15.0
2250,100.0
2251,90.0
2252,49.0
2253,96.0
2254,102.0
2255,93.0
2256,94.0
2257,97.0
2258,91.0
2259,96.0
2260,93.0
2261,92.0
2262,88.0
2263,93.0
2264,95.0
2265,31.0
2266,93.0
2267,44.0
2268,96.0
2269,18.0
2270,97.0
2271,43.0
2272,86.0
2273,16.0
2274,98.0
2275,12.0
2276,94.0
2277,92.0
2278,99.0
2279,97.0
2280,101.0
2281,94.0
2282,106.0
2283,18.0
2284,95.0
2285,95.0
2286,23.0
2287,35.0
2288,96.0
2289,96.0
2290,15.0
2291,92.0
2292,93.0
2293,108.0
2294,101.0
2295,99.0
2296,14.0
2297,107.0
2298,100.0
2299,15.0
2300,95.0
2301,53.0
2302,15.0
2303,91.0
2304,107.0
2305,44.0
2306,96.0
2307,98.0
2308,96.0
2309,97.0
2310,96.0
2311,52.0
2312,99.0
2313,96.0
2314,107.0
2315,15.0
2316,56.0
2317,32.0
2318,93.0
2319,43.0
2320,16.0
2321,100.0
2322,94.0
2323,99.0
2324,99.0
2325,96.0
2326,96.0
2327,91.0
2328,94.0
2329,11.0
2330,95.0
2331,95.0
2332,14.0
2333,96.0
2334,100.0
2335,97.0
2336,105.0
2337,95.0
2338,94.0
2339,94.0
2340,51.0
2341,94.0
2342,94.0
2343,95.0
2344,91.0
2345,92.0
2346,107.0
2347,111.0
2348,96.0
2349,103.0
2350,103.0
2351,71.0
2352,113.0
2353,76.0
2354,107.0
2355,101.0
2356,94.0
2357,106.0
2358,116.0
2359,55.0
2360,104.0
2361,94.0
2362,119.0
2363,113.0
2364,105.0
2365,114.0
2366,105.0
2367,104.0
2368,108.0
2369,80.0
2370,77.0
2371,108.0
2372,33.0
2373,55.0
2374,108.0
2375,115.0
2376,108.0
2377,117.0
2378,15.0
2379,97.0
2380,107.0
2381,100.0
2382,116.0
2383,114.0
2384,106.0
2385,98.0
2386,105.0
2387,105.0
2388,114.0
2389,110.0
2390,109.0
2391,108.0
2392,84.0
2393,108.0
2394,99.0
2395,105.0
2396,104.0
2397,109.0
2398,107.0
2399,113.0
2400,111.0
2401,113.0
2402,108.0
2403,104.0
2404,107.0
2405,110.0
2406,110.0
2407,115.0
2408,21.0
2409,108.0
2410,112.0
2411,113.0
2412,106.0
2413,108.0
2414,111.0
2415,22.0
2416,115.0
2417,110.0
2418,107.0
2419,113.0
2420,106.0
2421,109.0
2422,107.0
2423,114.0
2424,104.0
2425,121.0
2426,113.0
2427,113.0
2428,12.0
2429,110.0
2430,110.0
2431,111.0
2432,111.0
2433,116.0
2434,117.0
2435,111.0
2436,117.0
2437,122.0
2438,104.0
2439,115.0
2440,108.0
2441,105.0
2442,113.0
2443,109.0
2444,107.0
